miRNA_Name,k-mer_vector_1,k-mer_vector_2,k-mer_vector_3,k-mer_vector_4,k-mer_vector_5,k-mer_vector_6,k-mer_vector_7,k-mer_vector_8,k-mer_vector_9,k-mer_vector_10,k-mer_vector_11,k-mer_vector_12,k-mer_vector_13,k-mer_vector_14,k-mer_vector_15,k-mer_vector_16,k-mer_vector_17,k-mer_vector_18,k-mer_vector_19,k-mer_vector_20,k-mer_vector_21,k-mer_vector_22,k-mer_vector_23,k-mer_vector_24,k-mer_vector_25,k-mer_vector_26,k-mer_vector_27,k-mer_vector_28,k-mer_vector_29,k-mer_vector_30,k-mer_vector_31,k-mer_vector_32,k-mer_vector_33,k-mer_vector_34,k-mer_vector_35,k-mer_vector_36,k-mer_vector_37,k-mer_vector_38,k-mer_vector_39,k-mer_vector_40,k-mer_vector_41,k-mer_vector_42,k-mer_vector_43,k-mer_vector_44,k-mer_vector_45,k-mer_vector_46,k-mer_vector_47,k-mer_vector_48,k-mer_vector_49,k-mer_vector_50,k-mer_vector_51,k-mer_vector_52,k-mer_vector_53,k-mer_vector_54,k-mer_vector_55,k-mer_vector_56,k-mer_vector_57,k-mer_vector_58,k-mer_vector_59,k-mer_vector_60,k-mer_vector_61,k-mer_vector_62,k-mer_vector_63,k-mer_vector_64
531,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0.05,0,0.05,0,0.05,0.05,0.1
532,0,0,0.066666667,0,0,0,0,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.066666667,0,0.066666667,0,0,0,0,0,0.066666667,0.066666667,0.266666667,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0
533,0,0.041666667,0,0,0,0,0,0.041666667,0.041666667,0,0.041666667,0,0.041666667,0,0.041666667,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0.041666667,0.083333333,0,0,0,0.041666667,0.083333333,0,0,0,0.083333333,0.041666667,0,0.041666667,0,0,0,0.041666667,0,0.041666667,0,0,0,0.041666667,0,0,0,0.083333333,0.041666667,0,0.041666667,0,0,0,0
534,0.05,0.05,0,0,0,0.1,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0
535,0.05,0.1,0,0,0,0,0,0.1,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0.05,0.05
536,0,0,0.1,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0.05,0,0.05,0,0,0,0
537,0,0,0,0,0,0,0.0625,0,0,0.125,0.0625,0,0,0,0,0,0,0,0.125,0,0.0625,0.0625,0,0,0,0,0.0625,0,0,0,0,0,0,0.0625,0.0625,0,0.0625,0,0.0625,0,0.125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0.133333333,0,0,0.133333333,0,0,0,0,0,0.066666667,0.133333333,0.066666667,0.066666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
539,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0.095238095,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0.095238095,0.095238095,0,0,0,0,0,0.095238095,0,0,0.047619048,0,0.047619048,0
540,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0.1,0,0.05,0,0.05,0,0,0.05,0
541,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0.05,0,0,0.05,0.05,0.05,0,0,0.05,0.05
542,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0.052631579,0.105263158,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0,0.052631579,0
543,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0.052631579,0,0,0,0,0
544,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.047619048,0.142857143,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0
545,0.095238095,0,0.095238095,0,0.047619048,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0.19047619,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0.052631579,0.157894737,0,0.105263158,0,0,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.157894737,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0.052631579,0
547,0,0,0,0,0,0.058823529,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0.117647059,0,0,0,0,0.058823529,0.058823529,0,0.117647059,0,0,0,0,0,0.058823529,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0,0.058823529,0,0,0.117647059,0,0,0,0,0,0.058823529,0,0.058823529
548,0,0.05,0,0.05,0,0,0,0.1,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0
549,0,0,0.047619048,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0,0,0,0.047619048,0.095238095,0,0.047619048,0.047619048,0,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0.095238095,0,0.047619048,0,0.095238095,0
550,0,0.05,0.05,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0.05,0,0.05,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.1,0.05,0,0,0,0.05,0,0,0
551,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0.05,0.15,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0
552,0,0.047619048,0,0,0.285714286,0,0.047619048,0,0,0,0,0,0.095238095,0,0,0,0.047619048,0.19047619,0,0.095238095,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0.05,0,0,0,0.05,0.05,0.05,0.05,0,0.05,0,0,0,0.05,0.1,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0
554,0.1,0,0.05,0.1,0.05,0,0,0,0.1,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0
555,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0.05,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0.05,0,0
556,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0.125,0.083333333,0,0,0.125,0.083333333,0.041666667,0,0.041666667,0,0,0,0,0,0,0,0.125,0.125,0,0,0.083333333,0,0,0.041666667,0,0,0,0,0,0.041666667,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0
557,0,0,0.05,0,0,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0.15,0,0.05,0,0,0.05,0.1,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.1,0,0,0,0
558,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0.105263158,0.105263158,0.052631579,0.105263158,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0
559,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0.05,0.05,0,0,0.05,0,0.05,0.1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0.05,0
560,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0.105263158,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.105263158,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0,0,0,0,0
561,0,0,0.05,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0.1,0.05,0,0,0,0.05,0,0,0.05,0.05,0.05,0.05,0
562,0,0,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0.105263158,0.052631579,0,0.105263158,0
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.15,0,0,0,0,0.05,0.05,0.1,0.05,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.1,0,0.05,0,0.05,0.05,0,0,0.05,0,0
564,0,0,0.041666667,0,0,0,0,0,0,0,0.083333333,0.041666667,0,0,0,0,0.041666667,0,0.041666667,0,0.041666667,0.041666667,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0.041666667,0,0.041666667,0,0,0.041666667,0.041666667,0.083333333,0.125,0.041666667,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.041666667,0
565,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0.052631579,0.052631579,0.157894737,0.157894737,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,0.052631579,0,0,0.052631579,0
566,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0.15,0.05,0.1,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
567,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0.05,0,0,0.05,0.05,0.15,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.1,0,0,0,0.05,0
568,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0,0.047619048,0,0,0.047619048,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.047619048,0,0,0.095238095,0,0,0,0.047619048,0,0,0.095238095,0,0.047619048,0,0.047619048
569,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0.1,0,0.05,0,0,0,0.1,0.05,0.05,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0.05,0,0,0,0.05,0,0
570,0,0,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0.05,0.05,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,0.1,0,0,0,0
571,0,0,0,0,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.1,0.1,0,0.1,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0
572,0.047619048,0,0,0.095238095,0.095238095,0,0,0,0,0.047619048,0,0.095238095,0.142857143,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0.095238095,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0
573,0,0,0.043478261,0,0,0,0,0,0,0.043478261,0.043478261,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.043478261,0,0,0,0.043478261,0.043478261,0.043478261,0,0.043478261,0,0,0,0.086956522,0.086956522,0.086956522,0.043478261,0.130434783,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0.043478261,0.043478261,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0.047619048,0.142857143,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0.142857143,0,0,0.095238095,0.095238095,0.047619048,0,0,0,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0.047619048,0,0
575,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0.0625,0.125,0.1875,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.0625,0.125,0,0,0,0.0625,0,0,0,0.0625,0,0.0625,0,0,0,0.0625,0.0625,0,0,0,0,0,0,0,0,0.125,0.0625,0,0.0625,0.0625,0,0.0625,0.0625,0
577,0,0,0,0,0,0.05,0,0.05,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.15,0.1,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0.05,0,0,0,0,0,0.05,0,0
578,0.05,0.05,0.1,0,0.05,0,0,0,0.05,0,0.1,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.05,0.05,0.15,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.15,0,0.05,0,0,0,0.05,0,0.15,0,0.05
580,0,0,0.105263158,0,0,0.052631579,0,0,0,0,0,0.105263158,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.105263158,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0,0.052631579,0,0.052631579,0.052631579,0,0.052631579,0
581,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0.05,0.05,0.1,0,0,0.1,0,0,0,0,0,0,0.05,0,0,0.1,0,0.05,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0.047619048,0.047619048,0,0.047619048,0.047619048,0.095238095,0.047619048,0.047619048,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0.047619048,0
583,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.15,0,0.1,0,0,0,0,0,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0,0,0,0,0
584,0,0,0.045454545,0,0,0,0,0,0.090909091,0.090909091,0,0,0.045454545,0,0.045454545,0,0,0,0,0.045454545,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.045454545,0.045454545,0.045454545,0,0,0.045454545,0,0.136363636,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0.045454545,0,0.045454545,0,0,0,0,0
585,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0.05,0.05,0.15,0,0,0.1,0.05,0,0,0,0,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0
586,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0.043478261,0.043478261,0.043478261,0.130434783,0,0.130434783,0,0,0,0,0,0.086956522,0.086956522,0,0,0.043478261,0,0,0,0.043478261,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0.043478261,0.086956522,0,0,0,0,0,0
587,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0.05,0,0,0.05,0.05,0.05,0,0.05,0.05
588,0,0.05,0.05,0,0.15,0,0,0.05,0,0,0,0.05,0,0,0,0,0.1,0.15,0,0,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
589,0,0,0.047619048,0,0,0,0,0,0.047619048,0.142857143,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0.095238095,0,0,0.047619048,0.095238095,0,0.047619048,0,0.047619048,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0
590,0.105263158,0,0.052631579,0.052631579,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0
591,0,0,0.043478261,0,0,0,0,0,0,0.043478261,0.173913043,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0.043478261,0,0,0.043478261,0,0,0,0,0,0,0,0.173913043,0,0,0.043478261,0.043478261,0,0.173913043,0.043478261,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.095238095,0.047619048,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0.047619048,0,0.095238095,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0,0.047619048,0,0,0,0,0
593,0,0,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0,0.095238095,0,0,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0.047619048,0.095238095,0.142857143,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0,0.047619048,0,0.047619048,0,0,0,0,0
594,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0.055555556,0,0.055555556,0.277777778,0,0.111111111,0,0.055555556,0,0,0,0.055555556,0.055555556,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,0,0,0,0,0.1,0,0,0,0.05,0,0.05,0.05,0.05,0.1,0,0,0.1,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0.05,0
596,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0.047619048,0,0,0,0.095238095,0,0,0.047619048,0,0.047619048,0.047619048,0.047619048,0.142857143,0.047619048,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.047619048,0,0.095238095,0,0,0,0,0
597,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0.105263158,0,0,0,0,0,0,0.052631579,0,0,0.105263158,0,0,0,0,0,0,0,0.052631579,0.052631579,0.052631579,0,0.052631579,0
598,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0.045454545,0,0,0,0.090909091,0,0,0,0,0,0.045454545,0,0.045454545,0.090909091,0,0.136363636,0.181818182,0.045454545,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0.045454545,0.090909091,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0.1,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0.05,0.05,0,0,0,0,0.15,0,0,0.05,0,0.05,0.05,0
600,0.1,0,0,0.05,0,0,0,0.05,0.05,0,0.05,0,0,0.05,0,0.05,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0.05,0
601,0.05,0.05,0.05,0,0.05,0,0,0,0.1,0.05,0.1,0,0.05,0,0,0,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0.05,0,0,0,0,0,0,0.05,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0.1,0,0.1,0.05,0,0,0,0.05,0,0,0.05,0.05,0,0,0,0
603,0,0,0,0,0,0,0,0,0.15,0,0,0,0.2,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.15,0,0,0,0.05,0.05,0,0,0,0,0.05,0,0
604,0.05,0,0.15,0.05,0,0,0,0,0.1,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.1,0,0.05,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0
605,0.1,0,0.05,0.05,0,0,0,0,0,0.05,0.1,0.05,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0.05,0,0,0,0.1,0,0.05,0,0.05,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0,0,0,0,0,0,0,0.095238095,0,0,0.047619048,0.095238095,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.047619048,0,0,0.047619048,0
